Country,ISO3,Year,Month,TRA_MEAS,TRA_COV,Total
Germany,DEU,2011,5,Passengers carried,Total transport,15900.122
Germany,DEU,2011,5,Passengers carried,National transport,2274.56
Germany,DEU,2011,5,Passengers carried,International transport,13625.562
Germany,DEU,2011,5,Passengers carried,International transport Intra-EU,8442.463
Germany,DEU,2011,5,Passengers carried,International transport Extra-EU,5183.099
Germany,DEU,2011,5,Passengers carried (arrival),Total transport,9045.227
Germany,DEU,2011,5,Passengers carried (arrival),National transport,2268.715
Germany,DEU,2011,5,Passengers carried (arrival),International transport,6776.512
Germany,DEU,2011,5,Passengers carried (arrival),International transport Intra-EU,4159.93
Germany,DEU,2011,5,Passengers carried (arrival),International transport Extra-EU,2616.582
Germany,DEU,2011,5,Passengers carried (departures),Total transport,9116.089
Germany,DEU,2011,5,Passengers carried (departures),National transport,2267.039
Germany,DEU,2011,5,Passengers carried (departures),International transport,6849.05
Germany,DEU,2011,5,Passengers carried (departures),International transport Intra-EU,4282.533
Germany,DEU,2011,5,Passengers carried (departures),International transport Extra-EU,2566.517
Germany,DEU,2011,4,Passengers carried,Total transport,14225.36
Germany,DEU,2011,4,Passengers carried,National transport,1970.496
Germany,DEU,2011,4,Passengers carried,International transport,12254.864
Germany,DEU,2011,4,Passengers carried,International transport Intra-EU,7397.778
Germany,DEU,2011,4,Passengers carried,International transport Extra-EU,4857.086
Germany,DEU,2011,4,Passengers carried (arrival),Total transport,8034.473
Germany,DEU,2011,4,Passengers carried (arrival),National transport,1966.371
Germany,DEU,2011,4,Passengers carried (arrival),International transport,6068.102
Germany,DEU,2011,4,Passengers carried (arrival),International transport Intra-EU,3652.772
Germany,DEU,2011,4,Passengers carried (arrival),International transport Extra-EU,2415.33
Germany,DEU,2011,4,Passengers carried (departures),Total transport,8152.304
Germany,DEU,2011,4,Passengers carried (departures),National transport,1965.542
Germany,DEU,2011,4,Passengers carried (departures),International transport,6186.762
Germany,DEU,2011,4,Passengers carried (departures),International transport Intra-EU,3745.006
Germany,DEU,2011,4,Passengers carried (departures),International transport Extra-EU,2441.756
Germany,DEU,2011,3,Passengers carried,Total transport,13180.168
Germany,DEU,2011,3,Passengers carried,National transport,2124.015
Germany,DEU,2011,3,Passengers carried,International transport,11056.153
Germany,DEU,2011,3,Passengers carried,International transport Intra-EU,6625.294
Germany,DEU,2011,3,Passengers carried,International transport Extra-EU,4430.859
Germany,DEU,2011,3,Passengers carried (arrival),Total transport,7660.859
Germany,DEU,2011,3,Passengers carried (arrival),National transport,2120.092
Germany,DEU,2011,3,Passengers carried (arrival),International transport,5540.767
Germany,DEU,2011,3,Passengers carried (arrival),International transport Intra-EU,3292.819
Germany,DEU,2011,3,Passengers carried (arrival),International transport Extra-EU,2247.948
Germany,DEU,2011,3,Passengers carried (departures),Total transport,7635.646
Germany,DEU,2011,3,Passengers carried (departures),National transport,2120.26
Germany,DEU,2011,3,Passengers carried (departures),International transport,5515.386
Germany,DEU,2011,3,Passengers carried (departures),International transport Intra-EU,3332.475
Germany,DEU,2011,3,Passengers carried (departures),International transport Extra-EU,2182.911
Germany,DEU,2011,2,Passengers carried,Total transport,10698.666
Germany,DEU,2011,2,Passengers carried,National transport,1834.815
Germany,DEU,2011,2,Passengers carried,International transport,8863.851
Germany,DEU,2011,2,Passengers carried,International transport Intra-EU,5297.371
Germany,DEU,2011,2,Passengers carried,International transport Extra-EU,3566.48
Germany,DEU,2011,2,Passengers carried (arrival),Total transport,6224.288
Germany,DEU,2011,2,Passengers carried (arrival),National transport,1832.411
Germany,DEU,2011,2,Passengers carried (arrival),International transport,4391.877
Germany,DEU,2011,2,Passengers carried (arrival),International transport Intra-EU,2638.071
Germany,DEU,2011,2,Passengers carried (arrival),International transport Extra-EU,1753.806
Germany,DEU,2011,2,Passengers carried (departures),Total transport,6303.61
Germany,DEU,2011,2,Passengers carried (departures),National transport,1831.636
Germany,DEU,2011,2,Passengers carried (departures),International transport,4471.974
Germany,DEU,2011,2,Passengers carried (departures),International transport Intra-EU,2659.3
Germany,DEU,2011,2,Passengers carried (departures),International transport Extra-EU,1812.674
Germany,DEU,2011,1,Passengers carried,Total transport,11076.343
Germany,DEU,2011,1,Passengers carried,National transport,1771.68
Germany,DEU,2011,1,Passengers carried,International transport,9304.663
Germany,DEU,2011,1,Passengers carried,International transport Intra-EU,5197.924
Germany,DEU,2011,1,Passengers carried,International transport Extra-EU,4106.739
Germany,DEU,2011,1,Passengers carried (arrival),Total transport,6523.942
Germany,DEU,2011,1,Passengers carried (arrival),National transport,1769.248
Germany,DEU,2011,1,Passengers carried (arrival),International transport,4754.694
Germany,DEU,2011,1,Passengers carried (arrival),International transport Intra-EU,2632.01
Germany,DEU,2011,1,Passengers carried (arrival),International transport Extra-EU,2122.684
Germany,DEU,2011,1,Passengers carried (departures),Total transport,6317.075
Germany,DEU,2011,1,Passengers carried (departures),National transport,1767.106
Germany,DEU,2011,1,Passengers carried (departures),International transport,4549.969
Germany,DEU,2011,1,Passengers carried (departures),International transport Intra-EU,2565.914
Germany,DEU,2011,1,Passengers carried (departures),International transport Extra-EU,1984.055
Germany,DEU,2010,12,Passengers carried,Total transport,11233.424
Germany,DEU,2010,12,Passengers carried,National transport,1760.789
Germany,DEU,2010,12,Passengers carried,International transport,9472.635
Germany,DEU,2010,12,Passengers carried,International transport Intra-EU,5302.997
Germany,DEU,2010,12,Passengers carried,International transport Extra-EU,4169.638
Germany,DEU,2010,12,Passengers carried (arrival),Total transport,6441.082
Germany,DEU,2010,12,Passengers carried (arrival),National transport,1760.789
Germany,DEU,2010,12,Passengers carried (arrival),International transport,4680.293
Germany,DEU,2010,12,Passengers carried (arrival),International transport Intra-EU,2635.39
Germany,DEU,2010,12,Passengers carried (arrival),International transport Extra-EU,2044.903
Germany,DEU,2010,12,Passengers carried (departures),Total transport,6553.131
Germany,DEU,2010,12,Passengers carried (departures),National transport,1760.789
Germany,DEU,2010,12,Passengers carried (departures),International transport,4792.342
Germany,DEU,2010,12,Passengers carried (departures),International transport Intra-EU,2667.607
Germany,DEU,2010,12,Passengers carried (departures),International transport Extra-EU,2124.735
Germany,DEU,2010,11,Passengers carried,Total transport,12665.076
Germany,DEU,2010,11,Passengers carried,National transport,2213.272
Germany,DEU,2010,11,Passengers carried,International transport,10451.804
Germany,DEU,2010,11,Passengers carried,International transport Intra-EU,5915.56
Germany,DEU,2010,11,Passengers carried,International transport Extra-EU,4536.244
Germany,DEU,2010,11,Passengers carried (arrival),Total transport,7540.384
Germany,DEU,2010,11,Passengers carried (arrival),National transport,2213.272
Germany,DEU,2010,11,Passengers carried (arrival),International transport,5327.112
Germany,DEU,2010,11,Passengers carried (arrival),International transport Intra-EU,3020.121
Germany,DEU,2010,11,Passengers carried (arrival),International transport Extra-EU,2306.991
Germany,DEU,2010,11,Passengers carried (departures),Total transport,7337.964
Germany,DEU,2010,11,Passengers carried (departures),National transport,2213.272
Germany,DEU,2010,11,Passengers carried (departures),International transport,5124.692
Germany,DEU,2010,11,Passengers carried (departures),International transport Intra-EU,2895.439
Germany,DEU,2010,11,Passengers carried (departures),International transport Extra-EU,2229.253
Germany,DEU,2010,10,Passengers carried,Total transport,16654.159
Germany,DEU,2010,10,Passengers carried,National transport,2336.41
Germany,DEU,2010,10,Passengers carried,International transport,14317.749
Germany,DEU,2010,10,Passengers carried,International transport Intra-EU,8499.587
Germany,DEU,2010,10,Passengers carried,International transport Extra-EU,5818.162
Germany,DEU,2010,10,Passengers carried (arrival),Total transport,9663.925
Germany,DEU,2010,10,Passengers carried (arrival),National transport,2336.41
Germany,DEU,2010,10,Passengers carried (arrival),International transport,7327.515
Germany,DEU,2010,10,Passengers carried (arrival),International transport Intra-EU,4417.254
Germany,DEU,2010,10,Passengers carried (arrival),International transport Extra-EU,2910.261
Germany,DEU,2010,10,Passengers carried (departures),Total transport,9326.644
Germany,DEU,2010,10,Passengers carried (departures),National transport,2336.41
Germany,DEU,2010,10,Passengers carried (departures),International transport,6990.234
Germany,DEU,2010,10,Passengers carried (departures),International transport Intra-EU,4082.333
Germany,DEU,2010,10,Passengers carried (departures),International transport Extra-EU,2907.901
Germany,DEU,2010,9,Passengers carried,Total transport,16767.396
Germany,DEU,2010,9,Passengers carried,National transport,2344.503
Germany,DEU,2010,9,Passengers carried,International transport,14422.893
Germany,DEU,2010,9,Passengers carried,International transport Intra-EU,8864.826
Germany,DEU,2010,9,Passengers carried,International transport Extra-EU,5558.067
Germany,DEU,2010,9,Passengers carried (arrival),Total transport,9690.101
Germany,DEU,2010,9,Passengers carried (arrival),National transport,2344.503
Germany,DEU,2010,9,Passengers carried (arrival),International transport,7345.598
Germany,DEU,2010,9,Passengers carried (arrival),International transport Intra-EU,4485.166
Germany,DEU,2010,9,Passengers carried (arrival),International transport Extra-EU,2860.432
Germany,DEU,2010,9,Passengers carried (departures),Total transport,9421.798
Germany,DEU,2010,9,Passengers carried (departures),National transport,2344.503
Germany,DEU,2010,9,Passengers carried (departures),International transport,7077.295
Germany,DEU,2010,9,Passengers carried (departures),International transport Intra-EU,4379.66
Germany,DEU,2010,9,Passengers carried (departures),International transport Extra-EU,2697.635
Germany,DEU,2010,8,Passengers carried,Total transport,16905.822
Germany,DEU,2010,8,Passengers carried,National transport,1926.72
Germany,DEU,2010,8,Passengers carried,International transport,14979.102
Germany,DEU,2010,8,Passengers carried,International transport Intra-EU,8968.752
Germany,DEU,2010,8,Passengers carried,International transport Extra-EU,6010.35
Germany,DEU,2010,8,Passengers carried (arrival),Total transport,9597.498
Germany,DEU,2010,8,Passengers carried (arrival),National transport,1926.72
Germany,DEU,2010,8,Passengers carried (arrival),International transport,7670.778
Germany,DEU,2010,8,Passengers carried (arrival),International transport Intra-EU,4543.669
Germany,DEU,2010,8,Passengers carried (arrival),International transport Extra-EU,3127.109
Germany,DEU,2010,8,Passengers carried (departures),Total transport,9235.044
